"City","State","Abbr","Latitude","Longitude"
"Rudd","Iowa","IA",43.1275228,-92.9045921
"Westwood Hills","Kansas","KS",39.0389186,-94.6096586
"Belview","Minnesota","MN",44.6066817,-95.3288731
"Cruger","Mississippi","MS",33.3229984,-90.235522
"German","New York","NY",42.5037706,-75.8242233
"Fairmount","North Dakota","ND",46.0546436,-96.6028178
"Dowelltown","Tennessee","TN",36.012158,-85.9422519
"Kanarraville","Utah","UT",37.5378054,-113.1811061
"West Marshland","Wisconsin","WI",45.8649113,-92.6241112
"Thayne","Wyoming","WY",42.9191307,-110.996839
"Akiak","Alaska","AK",60.9099817,-161.2163759
"Dewey Beach","Delaware","DE",38.6957857,-75.0751981
"Callender","Iowa","IA",42.361611,-94.2955132
"Terril","Iowa","IA",43.3058464,-94.9689637
"Old Brownsboro Place","Kentucky","KY",38.2892796,-85.6131353
"Passadumkeag","Maine","ME",45.1929619,-68.5947812
"Remer","Minnesota","MN",47.0568701,-93.9124229
"Calumet","Minnesota","MN",47.3203919,-93.2714579
"Henrietta","Missouri","MO",39.2371114,-93.938534
"East Glacier Park Village","Montana","MT",48.4459163,-113.2234982
"Van Buren","Ohio","OH",41.1386775,-83.6493938
"Lewisberry","Pennsylvania","PA",40.1356346,-76.8609321
"Neeses","South Carolina","SC",33.5364321,-81.1242677
"Roxbury","Maine","ME",44.6642258,-70.6023281
"Lowell","Maine","ME",45.214036,-68.5073971
"Arcola","Mississippi","MS",33.2705404,-90.8800018
"Frazer","Montana","MT",48.058522,-106.041061
"Allen","Nebraska","NE",42.4144336,-96.8432088
"Chupadero","New Mexico","NM",35.8144004,-105.9197434
"Cumberland","Ohio","OH",39.8532807,-81.6587227
"Carmen","Oklahoma","OK",36.579091,-98.4577844
"Atlantic Beach","South Carolina","SC",33.8035707,-78.7177765
"Scottsville","Texas","TX",32.540425,-94.2393325
"Newbury","Vermont","VT",44.0808266,-72.0577187
"Klickitat","Washington","WA",45.8179762,-121.1625693
"Scandinavia","Wisconsin","WI",44.4607326,-89.1465417
"Belle Rive","Illinois","IL",38.2317419,-88.7391745
"Lacona","Iowa","IA",41.1899088,-93.3849692
"Raymondville","Missouri","MO",37.3397849,-91.8364693
"Wilcox","Nebraska","NE",40.3641117,-99.1694114
"Wallace","Nebraska","NE",40.837579,-101.1644816
"Sharon","New Hampshire","NH",42.8163034,-71.9343038
"Ward","New York","NY",42.2250285,-77.9017724
"Neche","North Dakota","ND",48.9830367,-97.5516273
"South Solon","Ohio","OH",39.7372805,-83.6126648
"Vanlue","Ohio","OH",40.9740534,-83.4847129
"Branch","Arkansas","AR",35.3083027,-93.9553704
"Cash","Arkansas","AR",35.8008698,-90.9320711
"Sale City","Georgia","GA",31.2629247,-84.0208155
"Lewisville","Indiana","IN",39.806752,-85.3527834
"Farnhamville","Iowa","IA",42.2764768,-94.4077099
"Chataignier","Louisiana","LA",30.5695699,-92.3168315
"Ceylon","Minnesota","MN",43.5321695,-94.6315673
"Jeffers","Minnesota","MN",44.0558583,-95.1953496
"Milan","Minnesota","MN",45.1127367,-95.9164928
"Breckenridge","Missouri","MO",39.761452,-93.8051519
"Bemus Point","New York","NY",42.1634451,-79.3893659
"Saint John","North Dakota","ND",48.9437474,-99.7131607
"Timber Hills","Pennsylvania","PA",40.248972,-76.477786
"Franklin","Wisconsin","WI",44.212733,-91.084559
"Chokoloskee","Florida","FL",25.8142282,-81.360109
"Esto","Florida","FL",30.9816621,-85.6429586
"Scandia","Kansas","KS",39.7968288,-97.7839947
"Barryton","Michigan","MI",43.7514086,-85.1445721
"Coahoma","Mississippi","MS",34.3662926,-90.5220189
"Sibley","Missouri","MO",39.1758899,-94.200871
"Merna","Nebraska","NE",41.4851586,-99.7610634
"Freeport","Ohio","OH",40.2109829,-81.2687246
"Port Jefferson","Ohio","OH",40.3301589,-84.0921945
"Evening Shade","Oklahoma","OK",35.6209726,-94.9053735
"Dawson","Pennsylvania","PA",40.0471746,-79.6569417
"Nichols","South Carolina","SC",34.2352011,-79.1492042
"Capon Bridge","West Virginia","WV",39.3015654,-78.4329257
"Apple River","Illinois","IL",42.5019609,-90.0946237
"Jeffersonville","Illinois","IL",38.4423956,-88.4039719
"Ryan","Iowa","IA",42.3524085,-91.4851389
"Nickerson","Nebraska","NE",41.5347226,-96.4708503
"Mowrystown","Ohio","OH",39.0425057,-83.7521615
"Lynchburg","South Carolina","SC",34.0600045,-80.0769741
"K‐Bar Ranch","Texas","TX",27.9928073,-97.9267291
"Abbott","Texas","TX",31.8851395,-97.0741059
"Claremont","Virginia","VA",37.2272844,-76.9664979
"Trinidad","California","CA",41.0576255,-124.1430506
"Saint Peter","Illinois","IL",38.8675592,-88.850386
"Pierson","Iowa","IA",42.5428025,-95.8652762
"Glencoe","Kentucky","KY",38.713207,-84.821972
"Beal City","Michigan","MI",43.6605857,-84.8996841
"Alvarado","Minnesota","MN",48.1928808,-96.9983855
"Silver Creek","Nebraska","NE",41.3144132,-97.6670873
"Kennard","Nebraska","NE",41.4746971,-96.2036963
"Mount Charleston","Nevada","NV",36.262533,-115.6139397
"Bunn","North Carolina","NC",35.959059,-78.2518931
"Jennings","Oklahoma","OK",36.1822938,-96.5689767
"Callisburg","Texas","TX",33.698711,-97.0159176
"Lafayette","Wisconsin","WI",44.007627,-90.739341
"Guenther","Wisconsin","WI",44.7276812,-89.5476023
"Wilton","Arkansas","AR",33.7385531,-94.147993
"Colt","Arkansas","AR",35.1328003,-90.8128692
"Vina","Alabama","AL",34.3761752,-88.0605721
"Arley","Alabama","AL",34.0763533,-87.219298
"Lake Almanor Peninsula","California","CA",40.2812102,-121.1344538
"East Pleasant View","Colorado","CO",39.727812,-105.1571632
"Arimo","Idaho","ID",42.559453,-112.1713837
"Ellis Grove","Illinois","IL",38.0102078,-89.9125478
"Broadlands","Illinois","IL",39.9087215,-87.996848
"Hyden","Kentucky","KY",37.1584055,-83.3767319
"Ogilvie","Minnesota","MN",45.8301391,-93.4229929
"Wheatland","Missouri","MO",37.9434509,-93.4021543
"Shelburne","New Hampshire","NH",44.3671451,-71.0871371
"Dorchester","New Hampshire","NH",43.7484748,-71.9884485
"Wanette","Oklahoma","OK",34.9626259,-97.0318512
"Tunnelhill","Pennsylvania","PA",40.4782762,-78.5423294
"Arona","Pennsylvania","PA",40.268182,-79.6553729
"Mahaffey","Pennsylvania","PA",40.8750387,-78.7278688
"Channing","Texas","TX",35.6819014,-102.3322437
"Wingville","Wisconsin","WI",42.9870122,-90.4864045
"Kenny Lake","Alaska","AK",61.6271712,-144.8629762
"Lorimor","Iowa","IA",41.1266756,-94.0570493
"Ute","Iowa","IA",42.0499537,-95.7058299
"Lake Mykee Town","Missouri","MO",38.676699,-92.105681
"Orchard","Nebraska","NE",42.3368428,-98.2410704
"Hildreth","Nebraska","NE",40.3378315,-99.0457509
"Clarks","Nebraska","NE",41.2162695,-97.839488
"Southeast McKenzie","North Dakota","ND",47.4367572,-103.3497631
"Ruby","South Carolina","SC",34.7481595,-80.1791369
"Grays Prairie","Texas","TX",32.4764562,-96.3521646
"Belvidere","Vermont","VT",44.7588431,-72.6776844
"Goshen","Virginia","VA",37.9865262,-79.5063679
"Nelson","Wisconsin","WI",44.4196129,-91.9972604
"Friesland","Wisconsin","WI",43.5897213,-89.0661758
"Newtok","Alaska","AK",60.944456,-164.644105
"Emerson","Arkansas","AR",33.0972837,-93.1958796
"Bowers","Delaware","DE",39.0620781,-75.4026524
"Williamson","Georgia","GA",33.1795805,-84.3631607
"Orient","Illinois","IL",37.9175511,-88.9783314
"Lohrville","Iowa","IA",42.2671724,-94.5515983
"Askov","Minnesota","MN",46.1886284,-92.782319
"Simms","Montana","MT",47.4925367,-111.9535846
"Wharton","Ohio","OH",40.8613057,-83.4648104
"Ney","Ohio","OH",41.3805771,-84.5208437
"Lake Bridgeport","Texas","TX",33.2072398,-97.8309973
"Navajo Mountain","Utah","UT",37.0470275,-110.7899375
"Ocean Breeze Park","Florida","FL",27.2411968,-80.2257319
"Kapalua","Hawaii","HI",20.996418,-156.644763
"Baldwin","Illinois","IL",38.183829,-89.8451522
"Bellflower","Illinois","IL",40.3406543,-88.5258517
"Spillville","Iowa","IA",43.202841,-91.9522119
"South Haven","Kansas","KS",37.0498182,-97.4008879
"Clear Spring","Maryland","MD",39.6561236,-77.9307793
"Chance","Maryland","MD",38.1780438,-75.9387881
"Maynard","Minnesota","MN",44.9041635,-95.4685629
"Palisade","Nebraska","NE",40.3484035,-101.1074621
"Corsica","Pennsylvania","PA",41.1816469,-79.2026768
"Morgan's Point","Texas","TX",29.6765668,-95.0056353
"Oilton","Texas","TX",27.4692737,-98.9672268
"Deming","Washington","WA",48.8440398,-122.2256803
"Seven Mile Creek","Wisconsin","WI",43.6871145,-90.0138855
"Maalaea","Hawaii","HI",20.802336,-156.495349
"Declo","Idaho","ID",42.5196171,-113.6288323
"Malden","Illinois","IL",41.424905,-89.3698255
"Altenburg","Missouri","MO",37.6304408,-89.585897
"Castorland","New York","NY",43.8861049,-75.5164385
"Arthur","North Dakota","ND",47.1042906,-97.2185292
"Coyle","Oklahoma","OK",35.9540496,-97.2388345
"Fort Supply","Oklahoma","OK",36.5722045,-99.5735488
"Cherry Tree","Pennsylvania","PA",40.7257473,-78.8124922
"New Albany","Pennsylvania","PA",41.6010656,-76.446342
"Sadler","Texas","TX",33.6814499,-96.8489224
"Dexter","Wisconsin","WI",44.3937819,-90.1457335
"Warrens","Wisconsin","WI",44.130347,-90.500699
"Hytop","Alabama","AL",34.9064017,-86.085258
"Sharpsburg","Georgia","GA",33.3413765,-84.6477744
"Delphos","Kansas","KS",39.2745696,-97.7660147
"Little Sand Lake","Minnesota","MN",47.2287493,-93.2790238
"Mineral Point","Missouri","MO",37.945570599999996,-90.7246375
"Niobrara","Nebraska","NE",42.7499499,-98.0315057
"Sombrillo","New Mexico","NM",35.9802081,-106.035273
"Dellroy","Ohio","OH",40.5552266,-81.1994046
"Elderton","Pennsylvania","PA",40.6945457,-79.3420777
"Cobbtown","Georgia","GA",32.2792215,-82.1383339
"New Canton","Illinois","IL",39.6373426,-91.0982462
"Forest","Louisiana","LA",32.7923657,-91.4125555
"North Haven","Maine","ME",44.154189,-68.878102
"Bricelyn","Minnesota","MN",43.5608082,-93.8130548
"Darwin","Minnesota","MN",45.0960118,-94.414293
"Mindenmines","Missouri","MO",37.4786135,-94.5788831
"Crystal Lakes","Missouri","MO",39.3599581,-94.1900877
"Saint Mary","Missouri","MO",37.8738236,-89.9496592
"Saint Pierre","Montana","MT",48.2439317,-109.81609
"Lehigh","Oklahoma","OK",34.4747285,-96.2216888
"Seltzer","Pennsylvania","PA",40.6956817,-76.2361812
"Roma Creek","Texas","TX",26.425518,-99.02425
"Casey","Wisconsin","WI",45.947622,-91.9697245
"Pleasant Plains","Arkansas","AR",35.5537676,-91.6283123
"Arnoldsville","Georgia","GA",33.9112827,-83.2196406
"Joppa","Illinois","IL",37.2092658,-88.8469992
"Carbon Hill","Illinois","IL",41.2969738,-88.2998927
"Roberts","Illinois","IL",40.6147306,-88.1843647
"Manlius","Illinois","IL",41.455302,-89.6685209
"Russellville","Indiana","IN",39.8569541,-86.9832308
"South Mansfield","Louisiana","LA",32.0161411,-93.7198641
"Annapolis","Missouri","MO",37.3612066,-90.698482
"Fabius","New York","NY",42.8346571,-75.9846875
"New Suffolk","New York","NY",40.9967536,-72.4774722
"Northwest McIntosh","North Dakota","ND",46.2036808,-99.58268
"Cleo Springs","Oklahoma","OK",36.4045608,-98.4401009
"McLemoresville","Tennessee","TN",35.9870499,-88.5812185
"Rosser","Texas","TX",32.4583369,-96.4518667
"Bellevue","Texas","TX",33.633508,-98.0163469
"West Pearsall","Texas","TX",28.897874,-99.107938
"Tennyson","Wisconsin","WI",42.6906416,-90.6868048
"Raleigh","Illinois","IL",37.8243764,-88.5312064
"Cincinnati","Iowa","IA",40.630949,-92.9222293
"Hope","Kansas","KS",38.6911791,-97.0763373
"Mardela Springs","Maryland","MD",38.4574749,-75.7554451
"Hersey","Michigan","MI",43.8512459,-85.4420495
"Timberon","New Mexico","NM",32.6363063,-105.6952485
"Hayesville","North Carolina","NC",35.0464439,-83.8190562
"Adams","Oregon","OR",45.7663527,-118.5640851
"Patrick","South Carolina","SC",34.5752527,-80.0446551
"Bullhead","South Dakota","SD",45.7731574,-101.081609
"Ellenboro","West Virginia","WV",39.268687,-81.054862
"Manton","California","CA",40.4266788,-121.8504212
"Beverly Beach","Florida","FL",29.5171324,-81.1477133
"East Cape Girardeau","Illinois","IL",37.29603,-89.495237
"Beaverville","Illinois","IL",40.9536601,-87.6540281
"Montgomery","Indiana","IN",38.6652554,-87.047022
"Williamsville","Missouri","MO",36.9736537,-90.5478281
"Bunceton","Missouri","MO",38.7896827,-92.7986876
"Decatur","New York","NY",42.6570962,-74.705713
"Hungerford","Texas","TX",29.399122,-96.077019
"Granton","Wisconsin","WI",44.5884928,-90.4619773
"Spider Lake","Wisconsin","WI",46.120787,-91.1145024
"Modena","Wisconsin","WI",44.461132,-91.8278298
"Winkelman","Arizona","AZ",32.988142,-110.77024
"Napier Field","Alabama","AL",31.3148699,-85.454901
"French Gulch","California","CA",40.7154131,-122.6301549
"Pinehurst","Georgia","GA",32.1962125,-83.7595186
"Fayetteville","Illinois","IL",38.3778129,-89.797089
"Mount Summit","Indiana","IN",40.0034579,-85.3861306
"Menlo","Iowa","IA",41.5221445,-94.404251
"Canton","Minnesota","MN",43.5296227,-91.9299638
"Marengo","Ohio","OH",40.4008196,-82.8109939
"Silo","Oklahoma","OK",34.0358564,-96.4746719
"Saltillo","Pennsylvania","PA",40.2117566,-78.0062335
"Toone","Tennessee","TN",35.3564779,-88.9540987
"Chehalis Village","Washington","WA",46.811799,-123.165961
"Saint Marie","Wisconsin","WI",43.8951525,-89.0841553
"Maribel","Wisconsin","WI",44.2787666,-87.8018436
"Nectar","Alabama","AL",33.969124,-86.636256
"Scotland","Georgia","GA",32.0475723,-82.8184794
"Universal","Indiana","IN",39.6225263,-87.4553581
"New Ross","Indiana","IN",39.9646883,-86.7145743
"Massena","Iowa","IA",41.2506436,-94.7698202
"Templeton","Iowa","IA",41.9181144,-94.9415676
"Waltham","Maine","ME",44.6641675,-68.3116401
"Garfield","Minnesota","MN",45.9377403,-95.4985392
"Pattonsburg","Missouri","MO",40.054571,-94.124625
"Pleasanton","Nebraska","NE",40.9698076,-99.0875662
"Jeffersonville","New York","NY",41.780417,-74.932281
"McVille","North Dakota","ND",47.7651159,-98.1754424
"West Grant","North Dakota","ND",46.5497607,-101.9817338
"Sawyer","North Dakota","ND",48.0894421,-101.0533558
"Conesville","Ohio","OH",40.1849973,-81.8917885
"Bennington","Oklahoma","OK",34.0038286,-96.0375706
"Hermleigh","Texas","TX",32.640775,-100.7504846
"White Stone","Virginia","VA",37.6447371,-76.3899646
"Curran","Wisconsin","WI",44.3787904,-91.1049047
"Fort Bridger","Wyoming","WY",41.3183352,-110.3893866
"McGrath","Alaska","AK",62.938077,-155.5485557
"Enola","Arkansas","AR",35.1959411,-92.206572
"Star City","Indiana","IN",40.9744903,-86.5613045
"Moline","Kansas","KS",37.3636272,-96.3024467
"Strathmoor Manor","Kentucky","KY",38.2190192,-85.6835761
"Ellsworth","Michigan","MI",45.167207,-85.2429174
"Wilmont","Minnesota","MN",43.7651495,-95.8279883
"Harvey Cedars","New Jersey","NJ",39.6995776,-74.1415112
"Kulm","North Dakota","ND",46.3022467,-98.9466347
"Max","North Dakota","ND",47.8205575,-101.2915224
"Foyil","Oklahoma","OK",36.4308763,-95.5214852
"Strausstown","Pennsylvania","PA",40.4917536,-76.1841791
"Donalds","South Carolina","SC",34.376465,-82.3461709
"Keystone","South Dakota","SD",43.895541,-103.4266631
"Handley","West Virginia","WV",38.186707,-81.363904
"Fredonia (Biscoe)","Arkansas","AR",34.818837,-91.4104205
"Red Feather Lakes","Colorado","CO",40.8094928,-105.5789583
"Winchester","Idaho","ID",46.240761,-116.6239811
"Mason","Illinois","IL",38.9543278,-88.6270677
"Burnettsville","Indiana","IN",40.7611396,-86.5946727
"Newpoint","Indiana","IN",39.3094192,-85.3282995
"Wahpeton","Iowa","IA",43.3743204,-95.1745884
"Swanville","Minnesota","MN",45.915141,-94.639931
"Dexter","Minnesota","MN",43.7198603,-92.7027388
"Taylor","Mississippi","MS",34.2697261,-89.583486
"Creighton","Missouri","MO",38.4965574,-94.0720891
"Ekalaka","Montana","MT",45.8892149,-104.5512869
"Wakita","Oklahoma","OK",36.8817064,-97.9237662
"Indiahoma","Oklahoma","OK",34.6198799,-98.7520954
"Grampian","Pennsylvania","PA",40.9644213,-78.611703
"Bethune","South Carolina","SC",34.4141613,-80.3487481
"Texhoma","Texas","TX",36.4937002,-101.7937642
"Woodland","Utah","UT",40.5844276,-111.2364691
"Madrid","Alabama","AL",31.0357714,-85.3978454
"Boone","Colorado","CO",38.2504446,-104.2607921
"Yatesville","Georgia","GA",32.9134155,-84.1427129
"Clearfield","Iowa","IA",40.8008749,-94.4822506
"Danbury","Iowa","IA",42.2364321,-95.7215908
"Mayetta","Kansas","KS",39.338541,-95.7211232
"Sharpsburg","Kentucky","KY",38.201834,-83.925849
"Beulah","Michigan","MI",44.6297698,-86.0958189
"Saint Elizabeth","Missouri","MO",38.2558735,-92.2665773
"Santee","Nebraska","NE",42.8386925,-97.8494707
"Santa Clara","New York","NY",44.4990836,-74.3638636
"Bethania","North Carolina","NC",36.1797405,-80.3348822
"Aquilla","Ohio","OH",41.5465228,-81.1730641
"Agra","Oklahoma","OK",35.8950676,-96.8701876
"Delano","Pennsylvania","PA",40.839633,-76.071032
"Westmore","Vermont","VT",44.7682434,-71.9977517
"Wishram","Washington","WA",45.6599241,-120.9697456
"Unity","Wisconsin","WI",44.848191,-90.31497
"White Lake","Wisconsin","WI",45.1596931,-88.7634178
"Koyuk","Alaska","AK",64.9396069,-161.1512722
"Twin Groves","Arkansas","AR",35.316718,-92.42412
"Coffeeville","Alabama","AL",31.7665645,-88.0860494
"Clear Lake","Indiana","IN",41.734431,-84.8448979
"Newry","Maine","ME",44.520296,-70.8563603
"Cuyuna","Minnesota","MN",46.5064913,-93.9193402
"Stratton","Nebraska","NE",40.1501797,-101.2279371
"Clayville","New York","NY",42.9760453,-75.2492106
"Leroy","Texas","TX",31.7334568,-97.0222339
"Trent","Texas","TX",32.4884098,-100.1233364
"Sanctuary","Texas","TX",32.913158,-97.5876698
"Joseph","Utah","UT",38.6247261,-112.2198708
"Homestead","Wisconsin","WI",45.7526338,-88.2706491
"Ila","Georgia","GA",34.1736668,-83.2931093
"Armington","Illinois","IL",40.3397535,-89.3142639
"East Central Penobscot","Maine","ME",45.1056307,-68.4099743
"Clayton","Michigan","MI",41.8648744,-84.2347842
"Vergas","Minnesota","MN",46.6548609,-95.8035029
"Shoal Creek Drive","Missouri","MO",37.0370521,-94.5229239
"Parker School","Montana","MT",48.2467739,-109.7342619
"Giltner","Nebraska","NE",40.7753538,-98.1539416
"Pilger","Nebraska","NE",42.007495,-97.0548758
"Stoystown","Pennsylvania","PA",40.1032153,-78.9545583
"Bison","South Dakota","SD",45.5235504,-102.4677156
"Fincastle","Virginia","VA",37.4993903,-79.8756466
"Wyalusing","Wisconsin","WI",42.9435018,-91.1032941
"Kendall","Wisconsin","WI",42.749553,-90.232411
"Elim","Alaska","AK",64.6183851,-162.2733864
"Mitchellville","Arkansas","AR",33.9050685,-91.4983942
"Biggers","Arkansas","AR",36.3314727,-90.8058672
"Plumas Eureka","California","CA",39.7982429,-120.6644626
"Coal Creek","Colorado","CO",38.362038,-105.1417822
"Dietrich","Idaho","ID",42.912786,-114.2665218
"Dupont","Indiana","IN",38.891437,-85.5168791
"Fisk","Missouri","MO",36.7822757,-90.2075144
"Kingston","Missouri","MO",39.6425761,-94.0383877
"Newcomb","New Mexico","NM",36.2834238,-108.7081814
"Polk","Ohio","OH",40.9451586,-82.2143238
"Newburg","Pennsylvania","PA",40.137528,-77.555696
"West Liberty","Pennsylvania","PA",41.0093027,-80.0666258
"Sunset","Texas","TX",33.453823,-97.766724
"Peck","Wisconsin","WI",45.242178,-89.2448413
"Sherman","Wisconsin","WI",46.024498,-90.104995
"Akron","Alabama","AL",32.8794167,-87.7417572
"West Jefferson","Alabama","AL",33.6485293,-87.0680004
"McArthur","California","CA",41.050534,-121.399816
"Sand City","California","CA",36.614759,-121.85006
"Harrisonburg","Louisiana","LA",31.7664463,-91.8235236
"Pine Point","Minnesota","MN",46.9863455,-95.4021156
"Underwood","Minnesota","MN",46.286198,-95.8751068
"Platte Center","Nebraska","NE",41.5374274,-97.4884748
"Hobgood","North Carolina","NC",36.0267369,-77.3939865
"White Oak","North Carolina","NC",34.7396612,-78.7185902
"Gladstone","North Dakota","ND",46.8590773,-102.5666904
"West Burke","Vermont","VT",44.643829,-71.9793027
"Anaktuvuk Pass","Alaska","AK",68.1517915,-151.7000705
"Montrose","Arkansas","AR",33.2985454,-91.4968669
"Fort Atkinson","Iowa","IA",43.144115,-91.9347751
"Gridley","Kansas","KS",38.1009666,-95.8813875
"Montgomery","Michigan","MI",41.7760406,-84.8089967
"Rushmore","Minnesota","MN",43.6196895,-95.7989529
"Beulah","Mississippi","MS",33.7904714,-90.9801379
"Chatham","New Hampshire","NH",44.1273878,-71.0608532
"Arkansas City","Arkansas","AR",33.6088843,-91.2049591
"Turin","Georgia","GA",33.3272964,-84.6369268
"Kukuihaele","Hawaii","HI",20.121326,-155.5625178
"Virgil","Illinois","IL",41.9555312,-88.5292026
"Earl Park","Indiana","IN",40.6855578,-87.4199319
"Middletown","Iowa","IA",40.8273405,-91.2622211
"Elliott","Iowa","IA",41.1493673,-95.1628646
"Newark","Maryland","MD",38.2681148,-75.2887949
"Leasburg","Missouri","MO",38.0948462,-91.2953223
"Vann Crossroads","North Carolina","NC",35.1701289,-78.4041099
"White Shield","North Dakota","ND",47.6601581,-101.8435613
"West Logan","North Dakota","ND",46.4624209,-99.6679722
"Ridgeway","Ohio","OH",40.5124298,-83.5689479
"Schellsburg","Pennsylvania","PA",40.0481599,-78.6433826
"Buffalo","South Dakota","SD",45.5863757,-103.5434521
"Dell City","Texas","TX",31.9348886,-105.199816
"Alma","Texas","TX",32.2762275,-96.5431832
"New Home","Texas","TX",33.3269384,-101.9117217
"Wheeler","Wisconsin","WI",45.0411962,-91.8996563
"Russian Mission","Alaska","AK",61.7845631,-161.3686281
"Dillard","Georgia","GA",34.9745054,-83.3800082
"Little York","Illinois","IL",41.0108342,-90.7463476
"Spring Grove","Indiana","IN",39.8473522,-84.8904883
"McCallsburg","Iowa","IA",42.1652847,-93.39075389999999
"Gorham","Kansas","KS",38.880690799999996,-99.0236031
"Bazine","Kansas","KS",38.4460629,-99.692748
"Northwest Aitkin","Minnesota","MN",46.8119169,-93.5439212
"Tishomingo","Mississippi","MS",34.6340128,-88.2286661
"Huntleigh","Missouri","MO",38.6131003,-90.4088595
"Fleischmanns","New York","NY",42.1548763,-74.5346702
"Dublin","North Carolina","NC",34.6562486,-78.7230939
"McVeytown","Pennsylvania","PA",40.4982367,-77.741157
"Pleasant Valley","Texas","TX",33.9372472,-98.5982734
"Montezuma Creek","Utah","UT",37.2515,-109.3037098
"Viola","Arkansas","AR",36.3992199,-91.9870092
"Olney Springs","Colorado","CO",38.1662739,-103.9444914
"Irwin","Iowa","IA",41.7901572,-95.2067933
"Central Somerset","Maine","ME",45.0083912,-70.0013144
"Betterton","Maryland","MD",39.367863,-76.060877
"Drummond","Montana","MT",46.6661856,-113.1469964
"Johnson","Nebraska","NE",40.4107307,-95.9989777
"Esperance","New York","NY",42.7646329,-74.2573916
"Wyandotte","Oklahoma","OK",36.7925783,-94.7231367
"Eakly","Oklahoma","OK",35.3053997,-98.5560624
"Lueders","Texas","TX",32.8004321,-99.623217
"Castle Valley","Utah","UT",38.6337807,-109.3976167
"Manila","Utah","UT",40.991824,-109.7207993
"Adak","Alaska","AK",51.883419,-176.645061
"Etowah","Arkansas","AR",35.7157344,-90.2307718
"Winslow","Illinois","IL",42.4931806,-89.7945898
"Panama","Illinois","IL",39.0292614,-89.5244097
"New Richmond","Indiana","IN",40.194311,-86.977774
"Bloomingdale","Indiana","IN",39.8305621,-87.2501663
"Williams","Iowa","IA",42.4892126,-93.5410727
"Gaastra","Michigan","MI",46.055727,-88.6050211
"Russell","Minnesota","MN",44.3204395,-95.943758
"Grey Eagle","Minnesota","MN",45.8243442,-94.7491595
"Lyon","Mississippi","MS",34.2169341,-90.5426993
"Mize","Mississippi","MS",31.8672557,-89.5541138
"Potter","Nebraska","NE",41.2184919,-103.3136505
"Gilgo‐Oak Beach‐Captree","New York","NY",40.6411,-73.278195
"Blooming Valley","Pennsylvania","PA",41.6745788,-80.0382866
"Alexandria","Pennsylvania","PA",40.5582827,-78.0996835
"Snydertown","Pennsylvania","PA",40.8735841,-76.6780292
"Copperhill","Tennessee","TN",34.9965212,-84.3863104
"Bonney","Texas","TX",29.3022992,-95.4516405
"Enchanted Oaks","Texas","TX",32.2666005,-96.1089895
"Palisades","Texas","TX",35.0589448,-101.8004571
"Lester","West Virginia","WV",37.7320443,-81.3027332
"Knox","Wisconsin","WI",45.546188,-90.1096412
"Wheatley","Arkansas","AR",34.9199538,-91.1056561
"Dozier","Alabama","AL",31.500094,-86.3695684
"Mountainboro","Alabama","AL",34.147665,-86.131765
"Brooker","Florida","FL",29.8877101,-82.3328905
"Nebo","Illinois","IL",39.4420617,-90.7881695
"New Market","Minnesota","MN",44.571713,-93.351722
"Lancaster","Minnesota","MN",48.8576293,-96.8015971
"Chilhowee","Missouri","MO",38.5886021,-93.8561695
"Campbell","Nebraska","NE",40.2963391,-98.7315221
"Orange","New Hampshire","NH",43.6788824,-71.9218989
"Jaconita","New Mexico","NM",35.892107,-106.028247
"West Almond","New York","NY",42.3109595,-77.9064671
"Pinckney","New York","NY",43.8344068,-75.7889752
"Bristol","South Dakota","SD",45.3440858,-97.7444464
"Parkers Crossroads","Tennessee","TN",35.7894602,-88.3902828
"Burlington","Wyoming","WY",44.4470655,-108.432023
"Superior","Wyoming","WY",41.7596721,-108.9643463
"Swans Island","Maine","ME",44.1273867,-68.4411733
"Hawley","Massachusetts","MA",42.5755752,-72.9007883
"Downing","Missouri","MO",40.4867725,-92.368616
"Clarksburg","Missouri","MO",38.6613198,-92.666496
"Risco","Missouri","MO",36.5516666,-89.8186537
"Portage Des Sioux","Missouri","MO",38.9288405,-90.3427554
"Alexander","North Dakota","ND",47.8380173,-103.6414433
"Harrisburg","Ohio","OH",39.8107077,-83.1683944
"Commodore","Pennsylvania","PA",40.710694,-78.945857
"Norway","South Carolina","SC",33.4497551,-81.1266721
"Edroy","Texas","TX",27.9609004,-97.675441
"Iredell","Texas","TX",31.9860359,-97.8716758
"El Refugio","Texas","TX",26.3406378,-98.7589442
"Lee","Florida","FL",30.4147919,-83.3048039
"Kawela Bay","Hawaii","HI",21.700063,-158.0062726
"Lee","Illinois","IL",41.7944802,-88.9414529
"Grantfork","Illinois","IL",38.8285071,-89.6673219
"Collegeville","Indiana","IN",40.9146,-87.158095
"Floyd","Iowa","IA",43.1282004,-92.7402543
"Bellewood","Kentucky","KY",38.2608246,-85.6593759
"Dennysville","Maine","ME",44.9238739,-67.245967
"Vernon Center","Minnesota","MN",43.9623645,-94.166881
"Lyman","Nebraska","NE",41.9176402,-104.0373666
"Burdett","New York","NY",42.416868,-76.8439565
"Bluejacket","Oklahoma","OK",36.8007969,-95.0740738
"Bayside","Texas","TX",28.096046,-97.2108733
"Germania","Wisconsin","WI",44.7247973,-89.1634098
"Maplehurst","Wisconsin","WI",45.0836463,-90.6178973
"Teton Village","Wyoming","WY",43.5931375,-110.8441117
